pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
572,248,thai_ckn_l,1,2015-01-04,20:58:19,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
573,249,bbq_ckn_l,1,2015-01-04,21:06:16,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
574,249,calabrese_s,1,2015-01-04,21:06:16,12.25,12.25,S,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic","The Calabrese Pizza"
575,250,four_cheese_m,1,2015-01-04,21:07:05,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
576,251,mexicana_m,1,2015-01-04,21:10:05,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
577,252,prsc_argla_m,1,2015-01-04,22:13:15,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
578,253,brie_carre_s,1,2015-01-04,22:16:18,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza"
579,254,bbq_ckn_l,1,2015-01-04,22:22:13,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
580,254,brie_carre_s,1,2015-01-04,22:22:13,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza"
581,254,five_cheese_l,1,2015-01-04,22:22:13,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
582,255,five_cheese_l,1,2015-01-05,11:23:35,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
583,255,green_garden_m,1,2015-01-05,11:23:35,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
584,255,hawaiian_l,1,2015-01-05,11:23:35,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
585,255,spinach_fet_m,1,2015-01-05,11:23:35,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
586,256,pep_msh_pep_l,1,2015-01-05,11:56:06,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
587,257,cali_ckn_l,1,2015-01-05,11:59:04,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
588,257,ckn_alfredo_l,1,2015-01-05,11:59:04,20.75,20.75,L,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
589,258,classic_dlx_m,1,2015-01-05,11:59:23,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
590,259,pepperoni_l,1,2015-01-05,12:04:25,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
591,260,five_cheese_l,1,2015-01-05,12:06:27,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
592,260,the_greek_l,1,2015-01-05,12:06:27,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
593,261,brie_carre_s,1,2015-01-05,12:38:29,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza"
594,262,cali_ckn_m,1,2015-01-05,12:42:01,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
595,263,spin_pesto_l,1,2015-01-05,12:57:22,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza"
596,264,mexicana_m,1,2015-01-05,13:03:59,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
597,265,ckn_alfredo_m,1,2015-01-05,13:04:42,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
598,265,mexicana_l,1,2015-01-05,13:04:42,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
599,265,sicilian_m,1,2015-01-05,13:04:42,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
600,265,spicy_ital_l,1,2015-01-05,13:04:42,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
601,266,peppr_salami_m,1,2015-01-05,13:09:29,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
602,267,four_cheese_l,1,2015-01-05,13:37:50,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
603,267,mediterraneo_l,1,2015-01-05,13:37:50,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza"
604,267,napolitana_s,1,2015-01-05,13:37:50,12,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
605,268,ital_supr_l,1,2015-01-05,13:40:46,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
606,268,pepperoni_s,1,2015-01-05,13:40:46,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
607,269,ckn_alfredo_m,1,2015-01-05,13:49:34,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
608,270,southw_ckn_l,1,2015-01-05,14:09:02,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
609,270,spin_pesto_l,1,2015-01-05,14:09:02,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza"
610,270,thai_ckn_l,1,2015-01-05,14:09:02,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
611,271,big_meat_s,1,2015-01-05,14:22:19,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
612,271,cali_ckn_m,2,2015-01-05,14:22:19,16.75,33.5,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
613,271,ckn_alfredo_m,2,2015-01-05,14:22:19,16.75,33.5,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
614,271,ckn_pesto_l,2,2015-01-05,14:22:19,20.75,41.5,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza"
615,271,classic_dlx_m,1,2015-01-05,14:22:19,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
616,271,ital_supr_m,1,2015-01-05,14:22:19,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
617,271,sicilian_s,1,2015-01-05,14:22:19,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
618,271,soppressata_m,1,2015-01-05,14:22:19,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza"
619,271,southw_ckn_m,1,2015-01-05,14:22:19,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
620,271,the_greek_s,1,2015-01-05,14:22:19,12,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
621,272,ital_supr_m,1,2015-01-05,14:24:05,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
622,273,soppressata_s,1,2015-01-05,14:28:00,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza"
623,274,four_cheese_l,1,2015-01-05,14:36:33,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
624,274,thai_ckn_l,1,2015-01-05,14:36:33,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
625,275,classic_dlx_l,1,2015-01-05,14:38:14,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
626,275,five_cheese_l,1,2015-01-05,14:38:14,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
627,275,pepperoni_s,1,2015-01-05,14:38:14,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
628,275,sicilian_m,1,2015-01-05,14:38:14,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
629,276,five_cheese_l,1,2015-01-05,15:18:18,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
630,276,spicy_ital_l,1,2015-01-05,15:18:18,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
631,277,four_cheese_m,1,2015-01-05,15:41:50,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
632,278,ital_veggie_m,1,2015-01-05,15:49:21,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza"
633,278,southw_ckn_l,1,2015-01-05,15:49:21,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
634,279,cali_ckn_m,1,2015-01-05,16:07:03,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
635,279,ckn_alfredo_m,1,2015-01-05,16:07:03,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
636,280,prsc_argla_m,1,2015-01-05,16:20:23,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
637,280,veggie_veg_m,1,2015-01-05,16:20:23,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
638,281,sicilian_s,1,2015-01-05,16:33:48,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
639,282,classic_dlx_s,1,2015-01-05,16:49:38,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
640,282,five_cheese_l,1,2015-01-05,16:49:38,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
641,282,peppr_salami_l,1,2015-01-05,16:49:38,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
642,282,spin_pesto_l,1,2015-01-05,16:49:38,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza"
643,283,napolitana_m,1,2015-01-05,16:51:43,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
644,284,four_cheese_m,1,2015-01-05,16:58:16,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
645,284,hawaiian_s,1,2015-01-05,16:58:16,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
646,284,napolitana_m,1,2015-01-05,16:58:16,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
647,285,prsc_argla_l,1,2015-01-05,16:58:38,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
648,286,ital_supr_m,1,2015-01-05,17:01:23,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
649,286,peppr_salami_l,1,2015-01-05,17:01:23,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
650,287,ital_supr_m,1,2015-01-05,17:30:09,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
651,287,pep_msh_pep_m,1,2015-01-05,17:30:09,14.5,14.5,M,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
652,287,pepperoni_m,1,2015-01-05,17:30:09,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
653,287,sicilian_s,1,2015-01-05,17:30:09,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
654,288,brie_carre_s,1,2015-01-05,17:32:44,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza"
655,288,prsc_argla_l,1,2015-01-05,17:32:44,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
656,288,spinach_supr_l,1,2015-01-05,17:32:44,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza"
657,289,five_cheese_l,1,2015-01-05,17:36:23,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
658,290,classic_dlx_s,1,2015-01-05,17:41:16,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
659,290,veggie_veg_m,1,2015-01-05,17:41:16,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
660,291,bbq_ckn_l,1,2015-01-05,17:44:39,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
661,291,ckn_alfredo_m,2,2015-01-05,17:44:39,16.75,33.5,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
662,291,four_cheese_m,1,2015-01-05,17:44:39,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
663,292,spin_pesto_m,1,2015-01-05,17:48:59,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza"
664,292,spinach_fet_l,1,2015-01-05,17:48:59,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
665,293,classic_dlx_s,1,2015-01-05,17:58:38,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
666,293,ital_veggie_s,1,2015-01-05,17:58:38,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza"
667,294,bbq_ckn_m,1,2015-01-05,18:16:35,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
668,294,ital_supr_l,1,2015-01-05,18:16:35,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
669,294,thai_ckn_l,1,2015-01-05,18:16:35,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
670,295,cali_ckn_m,1,2015-01-05,18:20:12,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
671,296,green_garden_s,1,2015-01-05,18:46:54,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
672,296,ital_cpcllo_s,1,2015-01-05,18:46:54,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
673,296,thai_ckn_m,1,2015-01-05,18:46:54,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
674,297,southw_ckn_m,1,2015-01-05,19:02:18,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
675,298,cali_ckn_m,1,2015-01-05,19:10:36,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
676,298,cali_ckn_s,1,2015-01-05,19:10:36,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
677,298,ckn_alfredo_m,1,2015-01-05,19:10:36,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
678,298,classic_dlx_s,1,2015-01-05,19:10:36,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
679,299,classic_dlx_s,1,2015-01-05,19:34:31,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
680,299,spinach_fet_m,1,2015-01-05,19:34:31,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
681,300,big_meat_s,1,2015-01-05,19:42:54,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
682,300,ital_cpcllo_s,1,2015-01-05,19:42:54,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
683,300,ital_veggie_s,1,2015-01-05,19:42:54,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza"
684,300,spinach_supr_s,1,2015-01-05,19:42:54,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza"
685,301,napolitana_l,1,2015-01-05,19:45:58,20.5,20.5,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
686,302,peppr_salami_l,1,2015-01-05,19:57:37,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
687,303,big_meat_s,1,2015-01-05,20:02:51,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
688,303,ital_cpcllo_m,1,2015-01-05,20:02:51,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
689,303,pepperoni_s,1,2015-01-05,20:02:51,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
690,304,hawaiian_s,1,2015-01-05,20:07:58,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
691,304,mexicana_l,1,2015-01-05,20:07:58,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
692,305,pepperoni_l,1,2015-01-05,20:35:40,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
693,305,sicilian_s,1,2015-01-05,20:35:40,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
694,305,spicy_ital_m,1,2015-01-05,20:35:40,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
695,306,big_meat_s,1,2015-01-05,20:37:40,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
696,306,hawaiian_s,1,2015-01-05,20:37:40,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
697,306,napolitana_m,1,2015-01-05,20:37:40,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
698,307,classic_dlx_l,1,2015-01-05,21:45:38,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
699,307,thai_ckn_m,1,2015-01-05,21:45:38,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
700,308,hawaiian_l,1,2015-01-05,21:59:46,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
701,308,pep_msh_pep_l,1,2015-01-05,21:59:46,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
702,308,thai_ckn_s,1,2015-01-05,21:59:46,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
703,309,five_cheese_l,1,2015-01-06,11:39:06,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
704,309,peppr_salami_m,1,2015-01-06,11:39:06,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
705,310,hawaiian_s,1,2015-01-06,11:40:48,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
706,310,thai_ckn_s,1,2015-01-06,11:40:48,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
707,311,sicilian_l,1,2015-01-06,11:57:27,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
708,312,big_meat_s,1,2015-01-06,12:05:21,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
709,312,brie_carre_s,1,2015-01-06,12:05:21,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic","The Brie Carre Pizza"
710,312,ckn_alfredo_m,1,2015-01-06,12:05:21,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
711,312,sicilian_m,1,2015-01-06,12:05:21,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
712,313,classic_dlx_m,1,2015-01-06,12:09:09,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
713,314,calabrese_m,1,2015-01-06,12:11:58,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic","The Calabrese Pizza"
714,314,five_cheese_l,1,2015-01-06,12:11:58,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
